date,cash_rate,scrape_date
2023-03-01,3.510000000000005,2023-03-28
2023-04-01,3.5900000000000034,2023-03-28
2023-05-01,3.6299999999999955,2023-03-28
2023-06-01,3.5849999999999937,2023-03-28
2023-07-01,3.5049999999999955,2023-03-28
2023-08-01,3.430000000000007,2023-03-28
2023-09-01,3.405000000000001,2023-03-28
2023-10-01,3.355000000000004,2023-03-28
2023-11-01,3.325000000000003,2023-03-28
2023-12-01,3.2750000000000057,2023-03-28
2024-01-01,3.269999999999996,2023-03-28
2024-02-01,3.2450000000000045,2023-03-28
2024-03-01,3.219999999999999,2023-03-28
2024-04-01,3.194999999999993,2023-03-28
2024-05-01,3.1700000000000017,2023-03-28
2024-06-01,3.1500000000000057,2023-03-28
2024-07-01,3.1200000000000045,2023-03-28
2024-08-01,3.105000000000004,2023-03-28
