date,cash_rate,scrape_date
2023-03-01,3.5,2023-03-16
2023-04-01,3.655000000000001,2023-03-16
2023-05-01,3.4849999999999994,2023-03-16
2023-06-01,3.4150000000000063,2023-03-16
2023-07-01,3.280000000000001,2023-03-16
2023-08-01,3.174999999999997,2023-03-16
2023-09-01,3.1650000000000063,2023-03-16
2023-10-01,3.174999999999997,2023-03-16
2023-11-01,3.1650000000000063,2023-03-16
2023-12-01,3.1700000000000017,2023-03-16
2024-01-01,3.1700000000000017,2023-03-16
2024-02-01,3.1700000000000017,2023-03-16
2024-03-01,3.1500000000000057,2023-03-16
2024-04-01,3.144999999999996,2023-03-16
2024-05-01,3.1200000000000045,2023-03-16
2024-06-01,3.0999999999999943,2023-03-16
2024-07-01,3.069999999999993,2023-03-16
2024-08-01,3.049999999999997,2023-03-16
