date,cash_rate,scrape_date
2022-12-01,3.0049999999999955,2022-12-12
2023-01-01,3.055000000000007,2022-12-12
2023-02-01,3.180000000000007,2022-12-12
2023-03-01,3.2900000000000063,2022-12-12
2023-04-01,3.375,2022-12-12
2023-05-01,3.4599999999999937,2022-12-12
2023-06-01,3.519999999999996,2022-12-12
2023-07-01,3.5849999999999937,2022-12-12
2023-08-01,3.635000000000005,2022-12-12
2023-09-01,3.625,2022-12-12
2023-10-01,3.625,2022-12-12
2023-11-01,3.625,2022-12-12
2023-12-01,3.605000000000004,2022-12-12
2024-01-01,3.5999999999999943,2022-12-12
2024-02-01,3.5799999999999983,2022-12-12
2024-03-01,3.5450000000000017,2022-12-12
2024-04-01,3.5049999999999955,2022-12-12
2024-05-01,3.480000000000004,2022-12-12
