date,cash_rate,scrape_date
2022-09-01,2.2049999999999983,2022-09-30
2022-10-01,2.694999999999993,2022-09-30
2022-11-01,3.0900000000000034,2022-09-30
2022-12-01,3.325000000000003,2022-09-30
2023-01-01,3.385000000000005,2022-09-30
2023-02-01,3.5349999999999966,2022-09-30
2023-03-01,3.75,2022-09-30
2023-04-01,3.9650000000000034,2022-09-30
2023-05-01,4.090000000000003,2022-09-30
2023-06-01,4.099999999999994,2022-09-30
2023-07-01,4.099999999999994,2022-09-30
2023-08-01,4.094999999999999,2022-09-30
2023-09-01,4.079999999999998,2022-09-30
2023-10-01,4.064999999999998,2022-09-30
2023-11-01,4.049999999999997,2022-09-30
2023-12-01,4.030000000000001,2022-09-30
2024-01-01,4.025000000000006,2022-09-30
2024-02-01,4.015000000000001,2022-09-30
