date,cash_rate,scrape_date
2022-07-01,1.2249999999999943,2022-07-21
2022-08-01,1.8349999999999937,2022-07-21
2022-09-01,2.280000000000001,2022-07-21
2022-10-01,2.75,2022-07-21
2022-11-01,3.2249999999999943,2022-07-21
2022-12-01,3.450000000000003,2022-07-21
2023-01-01,3.4950000000000045,2022-07-21
2023-02-01,3.6899999999999977,2022-07-21
2023-03-01,3.7549999999999955,2022-07-21
2023-04-01,3.760000000000005,2022-07-21
2023-05-01,3.760000000000005,2022-07-21
2023-06-01,3.739999999999995,2022-07-21
2023-07-01,3.719999999999999,2022-07-21
2023-08-01,3.694999999999993,2022-07-21
2023-09-01,3.674999999999997,2022-07-21
2023-10-01,3.644999999999996,2022-07-21
2023-11-01,3.6200000000000045,2022-07-21
2023-12-01,3.5849999999999937,2022-07-21
