X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-06-02
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-06-02
,,,,,,,,,,2022-06-02
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-02
,,,,,,,,,,2022-06-02
Jun 2022,"7,241.0","7,242.0","7,146.0","7,170.0","7,168.0",-68.0,"233,350","-1,777","42,293",2022-06-02
Jul 2022,-,-,-,-,"7,168.0",-68.0,2,-,-,2022-06-02
Aug 2022,-,-,-,-,"7,151.0",-68.0,-,-,-,2022-06-02
Sep 2022,"7,056.0","7,060.0","7,056.0","7,060.0","7,058.0",-70.0,318,13,25,2022-06-02
Dec 2022,-,-,-,-,"7,059.0",-70.0,509,-,-,2022-06-02
Mar 2023,-,-,-,-,"6,992.0",-70.0,-,-,-,2022-06-02
Jun 2023,-,-,-,-,"6,992.0",-70.0,1,-,-,2022-06-02
Sep 2023,-,-,-,-,"6,925.0",-70.0,-,-,-,2022-06-02
,,,,,,,,,,2022-06-02
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"234,180","-1,764","42,318",2022-06-02
,,,,,,,,,,2022-06-02
,,,,,,,,,,2022-06-02
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-06-02
