X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-07-26
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-07-26
,,,,,,,,,,2022-07-26
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-26
,,,,,,,,,,2022-07-26
Aug 2022,"6,799.0","6,799.0","6,780.0","6,780.0","6,802.0",26.0,27,2,4,2022-07-26
Sep 2022,"6,695.0","6,722.0","6,678.0","6,710.0","6,711.0",26.0,"236,220","-2,649","33,794",2022-07-26
Oct 2022,-,-,-,-,"6,711.0",26.0,-,-,-,2022-07-26
Dec 2022,-,-,-,-,"6,724.0",23.0,593,-,-,2022-07-26
Mar 2023,-,-,-,-,"6,657.0",23.0,-,-,-,2022-07-26
Jun 2023,-,-,-,-,"6,657.0",23.0,2,-,-,2022-07-26
Sep 2023,-,-,-,-,"6,590.0",23.0,-,-,-,2022-07-26
Dec 2023,-,-,-,-,"6,571.0",23.0,-,-,-,2022-07-26
,,,,,,,,,,2022-07-26
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"236,842","-2,647","33,798",2022-07-26
,,,,,,,,,,2022-07-26
,,,,,,,,,,2022-07-26
