X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-12-07
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-12-07
,,,,,,,,,,2022-12-07
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-12-07
,,,,,,,,,,2022-12-07
Dec 2022,"7,290.0","7,302.0","7,227.0","7,245.0","7,246.0",-46.0,"253,255","8,096","54,163",2022-12-07
Jan 2023,-,-,-,-,"7,246.0",-46.0,70,-,-,2022-12-07
Feb 2023,-,-,-,-,"7,230.0",-46.0,-,-,-,2022-12-07
Mar 2023,"7,242.0","7,245.0","7,181.0","7,194.0","7,193.0",-45.0,"1,262",383,606,2022-12-07
Jun 2023,-,-,-,-,"7,209.0",-45.0,364,-,-,2022-12-07
Sep 2023,-,-,-,-,"7,142.0",-45.0,-,-,-,2022-12-07
Dec 2023,-,-,-,-,"7,123.0",-45.0,-,-,-,2022-12-07
Mar 2024,-,-,-,-,"7,056.0",-45.0,-,-,-,2022-12-07
,,,,,,,,,,2022-12-07
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"254,951","8,479","54,769",2022-12-07
,,,,,,,,,,2022-12-07
,,,,,,,,,,2022-12-07
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-12-07
,,,,,,,,,,2022-12-07
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-12-07
,,,,,,,,,,2022-12-07
Dec 2022,"1,378.0","1,378.0","1,378.0","1,378.0","1,378.0",-15.0,"6,109",-196,200,2022-12-07
Mar 2023,-,-,-,-,"1,378.0",-15.0,-,-,-,2022-12-07
Jun 2023,-,-,-,-,"1,378.0",-15.0,-,-,-,2022-12-07
Sep 2023,-,-,-,-,"1,382.0",-15.0,-,-,-,2022-12-07
,,,,,,,,,,2022-12-07
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"6,109",-196,200,2022-12-07
,,,,,,,,,,2022-12-07
,,,,,,,,,,2022-12-07
