X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-10-20
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-10-20
,,,,,,,,,,2022-10-20
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-10-20
,,,,,,,,,,2022-10-20
Oct 2022,-,-,-,-,"6,797.0",-,"2,974",67,481,2022-10-20
Nov 2022,-,-,-,-,"6,718.0",-65.0,-,-,-,2022-10-20
Dec 2022,"6,789.0","6,792.0","6,691.0","6,725.0","6,726.0",-65.0,"231,428",960,"51,275",2022-10-20
Mar 2023,-,-,-,-,"6,679.0",-64.0,255,-,-,2022-10-20
Jun 2023,-,-,-,-,"6,679.0",-64.0,52,-,-,2022-10-20
Sep 2023,-,-,-,-,"6,612.0",-64.0,-,-,-,2022-10-20
Dec 2023,-,-,-,-,"6,593.0",-64.0,-,-,-,2022-10-20
Mar 2024,-,-,-,-,"6,526.0",-64.0,-,-,-,2022-10-20
,,,,,,,,,,2022-10-20
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"234,709","1,027","51,756",2022-10-20
,,,,,,,,,,2022-10-20
,,,,,,,,,,2022-10-20
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-10-20
,,,,,,,,,,2022-10-20
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-10-20
,,,,,,,,,,2022-10-20
Dec 2022,-,-,-,-,"1,260.0",-12.0,"5,887",-,20,2022-10-20
Mar 2023,-,-,-,-,"1,260.0",-12.0,-,-,-,2022-10-20
Jun 2023,-,-,-,-,"1,260.0",-12.0,-,-,-,2022-10-20
