X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-11-18
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-11-18
,,,,,,,,,,2022-11-18
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-18
,,,,,,,,,,2022-11-18
Nov 2022,-,-,-,-,"7,136.7",7.7,"3,992",-41,-,2022-11-18
Dec 2022,"7,159.0","7,181.0","7,112.0","7,169.0","7,168.0",12.0,"229,173","-3,514","39,226",2022-11-18
Jan 2023,-,-,-,-,"7,168.0",12.0,1,-,-,2022-11-18
Feb 2023,-,-,-,-,"7,152.0",-,-,-,-,2022-11-18
Mar 2023,"7,120.0","7,123.0","7,089.0","7,120.0","7,119.0",13.0,336,1,9,2022-11-18
Jun 2023,-,-,-,-,"7,135.0",13.0,52,-,-,2022-11-18
Sep 2023,-,-,-,-,"7,068.0",13.0,-,-,-,2022-11-18
Dec 2023,-,-,-,-,"7,049.0",13.0,-,-,-,2022-11-18
Mar 2024,-,-,-,-,"6,982.0",13.0,-,-,-,2022-11-18
,,,,,,,,,,2022-11-18
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"233,554","-3,554","39,235",2022-11-18
,,,,,,,,,,2022-11-18
,,,,,,,,,,2022-11-18
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-11-18
,,,,,,,,,,2022-11-18
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-18
,,,,,,,,,,2022-11-18
Dec 2022,"1,365.0","1,365.0","1,365.0","1,365.0","1,365.0",-2.0,"6,039",64,82,2022-11-18
Mar 2023,-,-,-,-,"1,365.0",-2.0,-,-,-,2022-11-18
Jun 2023,-,-,-,-,"1,365.0",-2.0,-,-,-,2022-11-18
Sep 2023,-,-,-,-,"1,369.0",-2.0,-,-,-,2022-11-18
,,,,,,,,,,2022-11-18
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"6,039",64,82,2022-11-18
,,,,,,,,,,2022-11-18
,,,,,,,,,,2022-11-18
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-11-18
,,,,,,,,,,2022-11-18
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-18
,,,,,,,,,,2022-11-18
Dec 2022,-,-,-,-,"7,255.0",40.0,17,-,-,2022-11-18
Mar 2023,-,-,-,-,"7,255.0",40.0,-,-,-,2022-11-18
Jun 2023,-,-,-,-,"7,255.0",40.0,-,-,-,2022-11-18
Sep 2023,-,-,-,-,"7,180.0",40.0,-,-,-,2022-11-18
,,,,,,,,,,2022-11-18
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,17,-,-,2022-11-18
,,,,,,,,,,2022-11-18
,,,,,,,,,,2022-11-18
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-11-18
,,,,,,,,,,2022-11-18
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-18
,,,,,,,,,,2022-11-18
Dec 2022,-,-,-,-,"5,945.0",-,37,-,-,2022-11-18
Mar 2023,-,-,-,-,"5,945.0",-,-,-,-,2022-11-18
Jun 2023,-,-,-,-,"5,945.0",-,-,-,-,2022-11-18
Sep 2023,-,-,-,-,"5,915.0",-,-,-,-,2022-11-18
,,,,,,,,,,2022-11-18
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,37,-,-,2022-11-18
,,,,,,,,,,2022-11-18
,,,,,,,,,,2022-11-18
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2022-11-18
,,,,,,,,,,2022-11-18
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-18
,,,,,,,,,,2022-11-18
Nov 2022,-,-,-,-,"7,136.7",7.7,-,-,-,2022-11-18
Dec 2022,"7,162.0","7,162.0","7,162.0","7,162.0","7,168.0",12.0,27,-,1,2022-11-18
Jan 2023,-,-,-,-,"7,168.0",12.0,-,-,-,2022-11-18
Feb 2023,-,-,-,-,"7,168.0",-,-,-,-,2022-11-18
Mar 2023,-,-,-,-,"7,119.0",13.0,-,-,-,2022-11-18
,,,,,,,,,,2022-11-18
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,27,-,1,2022-11-18
,,,,,,,,,,2022-11-18
,,,,,,,,,,2022-11-18
AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),2022-11-18
,,,,,,,,,,2022-11-18
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-18
,,,,,,,,,,2022-11-18
Dec 2022,-,-,-,-,"8,666.0",20.0,"2,000",-,-,2022-11-18
Mar 2023,-,-,-,-,"8,672.0",20.0,-,-,-,2022-11-18
Jun 2023,-,-,-,-,"8,687.0",20.0,-,-,-,2022-11-18
Sep 2023,-,-,-,-,"8,598.0",20.0,-,-,-,2022-11-18
Dec 2023,-,-,-,-,"8,610.0",20.0,-,-,-,2022-11-18
Mar 2024,-,-,-,-,"8,588.0",20.0,-,-,-,2022-11-18
,,,,,,,,,,2022-11-18
