X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-09-15
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-09-15
,,,,,,,,,,2022-09-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-15
,,,,,,,,,,2022-09-15
Sep 2022,"6,842.0","6,866.0","6,796.0","6,843.0","6,843.0",9.0,"39,679","-18,393","11,009",2022-09-15
Oct 2022,"6,843.0","6,871.0","6,837.0","6,871.0","6,845.0",7.0,"2,206",60,148,2022-09-15
Nov 2022,-,-,-,-,"6,831.0",15.0,-,-,-,2022-09-15
Dec 2022,"6,843.0","6,875.0","6,797.0","6,844.0","6,843.0",7.0,"234,396","5,731","58,154",2022-09-15
Mar 2023,"6,795.0","6,800.0","6,783.0","6,783.0","6,780.0",10.0,255,-,4,2022-09-15
Jun 2023,-,-,-,-,"6,780.0",10.0,52,-,-,2022-09-15
Sep 2023,-,-,-,-,"6,713.0",10.0,-,-,-,2022-09-15
Dec 2023,-,-,-,-,"6,694.0",10.0,-,-,-,2022-09-15
,,,,,,,,,,2022-09-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"276,588","-12,602","69,315",2022-09-15
,,,,,,,,,,2022-09-15
,,,,,,,,,,2022-09-15
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-09-15
,,,,,,,,,,2022-09-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-15
,,,,,,,,,,2022-09-15
Sep 2022,-,-,-,-,"1,354.0",-,"5,318",-,-,2022-09-15
Dec 2022,"1,350.0","1,350.0","1,350.0","1,350.0","1,350.0",-4.0,"6,436",-20,61,2022-09-15
Mar 2023,-,-,-,-,"1,350.0",-4.0,-,-,-,2022-09-15
Jun 2023,-,-,-,-,"1,350.0",-4.0,-,-,-,2022-09-15
,,,,,,,,,,2022-09-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"11,754",-20,61,2022-09-15
,,,,,,,,,,2022-09-15
,,,,,,,,,,2022-09-15
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-09-15
,,,,,,,,,,2022-09-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-15
,,,,,,,,,,2022-09-15
Sep 2022,-,-,-,-,"6,774.0",-,752,-,-,2022-09-15
Dec 2022,-,-,-,-,"6,849.0",75.0,10,-,-,2022-09-15
Mar 2023,-,-,-,-,"6,849.0",75.0,-,-,-,2022-09-15
Jun 2023,-,-,-,-,"6,849.0",75.0,-,-,-,2022-09-15
,,,,,,,,,,2022-09-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,762,-,-,2022-09-15
,,,,,,,,,,2022-09-15
,,,,,,,,,,2022-09-15
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-09-15
,,,,,,,,,,2022-09-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-15
,,,,,,,,,,2022-09-15
Sep 2022,-,-,-,-,"5,373.0",-,39,-,-,2022-09-15
Dec 2022,-,-,-,-,"5,444.0",30.0,88,-,-,2022-09-15
Mar 2023,-,-,-,-,"5,444.0",30.0,-,-,-,2022-09-15
Jun 2023,-,-,-,-,"5,444.0",30.0,-,-,-,2022-09-15
,,,,,,,,,,2022-09-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,127,-,-,2022-09-15
,,,,,,,,,,2022-09-15
,,,,,,,,,,2022-09-15
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2022-09-15
,,,,,,,,,,2022-09-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-15
,,,,,,,,,,2022-09-15
Sep 2022,-,-,-,-,"6,843.0",9.0,5,-,-,2022-09-15
Oct 2022,-,-,-,-,"6,845.0",7.0,-,-,-,2022-09-15
Nov 2022,-,-,-,-,"6,831.0",15.0,-,-,-,2022-09-15
Dec 2022,"6,835.0","6,835.0","6,835.0","6,835.0","6,843.0",7.0,23,-,2,2022-09-15
,,,,,,,,,,2022-09-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,28,-,2,2022-09-15
,,,,,,,,,,2022-09-15
,,,,,,,,,,2022-09-15
