X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-07-14
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-07-14
,,,,,,,,,,2022-07-14
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-14
,,,,,,,,,,2022-07-14
Jul 2022,"6,652.0","6,652.0","6,652.0","6,652.0","6,644.0",24.0,291,22,24,2022-07-14
Aug 2022,-,-,-,-,"6,627.0",24.0,10,-,-,2022-07-14
Sep 2022,"6,521.0","6,560.0","6,451.0","6,543.0","6,541.0",22.0,"256,034",740,"43,200",2022-07-14
Dec 2022,-,-,-,-,"6,542.0",22.0,405,-,-,2022-07-14
Mar 2023,-,-,-,-,"6,475.0",22.0,-,-,-,2022-07-14
Jun 2023,-,-,-,-,"6,475.0",22.0,2,-,-,2022-07-14
Sep 2023,-,-,-,-,"6,408.0",22.0,-,-,-,2022-07-14
Dec 2023,-,-,-,-,"6,389.0",22.0,-,-,-,2022-07-14
,,,,,,,,,,2022-07-14
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"256,742",762,"43,224",2022-07-14
,,,,,,,,,,2022-07-14
,,,,,,,,,,2022-07-14
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-07-14
,,,,,,,,,,2022-07-14
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-14
,,,,,,,,,,2022-07-14
Sep 2022,"1,363.0","1,363.0","1,363.0","1,363.0","1,363.0",-15.0,"5,208",4,70,2022-07-14
Dec 2022,-,-,-,-,"1,363.0",-15.0,-,-,-,2022-07-14
Mar 2023,-,-,-,-,"1,363.0",-15.0,-,-,-,2022-07-14
Jun 2023,-,-,-,-,"1,363.0",-15.0,-,-,-,2022-07-14
,,,,,,,,,,2022-07-14
