X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-07-13
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-07-13
,,,,,,,,,,2022-07-13
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-13
,,,,,,,,,,2022-07-13
Jul 2022,"6,600.0","6,600.0","6,600.0","6,600.0","6,620.0",11.0,269,6,6,2022-07-13
Aug 2022,-,-,-,-,"6,603.0",11.0,10,-,-,2022-07-13
Sep 2022,"6,502.0","6,540.0","6,485.0","6,520.0","6,519.0",13.0,"255,294","-2,521","46,631",2022-07-13
Dec 2022,-,-,-,-,"6,520.0",13.0,405,-,-,2022-07-13
Mar 2023,-,-,-,-,"6,453.0",13.0,-,-,-,2022-07-13
Jun 2023,-,-,-,-,"6,453.0",13.0,2,-,-,2022-07-13
Sep 2023,-,-,-,-,"6,386.0",13.0,-,-,-,2022-07-13
Dec 2023,-,-,-,-,"6,367.0",13.0,-,-,-,2022-07-13
,,,,,,,,,,2022-07-13
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"255,980","-2,515","46,637",2022-07-13
,,,,,,,,,,2022-07-13
,,,,,,,,,,2022-07-13
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-07-13
,,,,,,,,,,2022-07-13
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-13
,,,,,,,,,,2022-07-13
Sep 2022,-,-,-,-,"1,378.0",11.0,"5,204",130,130,2022-07-13
Dec 2022,-,-,-,-,"1,378.0",11.0,-,-,-,2022-07-13
Mar 2023,-,-,-,-,"1,378.0",11.0,-,-,-,2022-07-13
Jun 2023,-,-,-,-,"1,378.0",11.0,-,-,-,2022-07-13
,,,,,,,,,,2022-07-13
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"5,204",130,130,2022-07-13
,,,,,,,,,,2022-07-13
,,,,,,,,,,2022-07-13
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-07-13
,,,,,,,,,,2022-07-13
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-13
,,,,,,,,,,2022-07-13
Sep 2022,-,-,-,-,"6,641.0",44.0,10,-,-,2022-07-13
Dec 2022,-,-,-,-,"6,641.0",44.0,-,-,-,2022-07-13
Mar 2023,-,-,-,-,"6,641.0",44.0,-,-,-,2022-07-13
Jun 2023,-,-,-,-,"6,641.0",44.0,-,-,-,2022-07-13
,,,,,,,,,,2022-07-13
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,10,-,-,2022-07-13
,,,,,,,,,,2022-07-13
,,,,,,,,,,2022-07-13
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-07-13
,,,,,,,,,,2022-07-13
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-13
,,,,,,,,,,2022-07-13
Sep 2022,-,-,-,-,"4,683.0",-44.0,4,-,-,2022-07-13
Dec 2022,-,-,-,-,"4,683.0",-44.0,-,-,-,2022-07-13
Mar 2023,-,-,-,-,"4,683.0",-44.0,-,-,-,2022-07-13
Jun 2023,-,-,-,-,"4,652.0",-44.0,-,-,-,2022-07-13
,,,,,,,,,,2022-07-13
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,4,-,-,2022-07-13
,,,,,,,,,,2022-07-13
,,,,,,,,,,2022-07-13
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2022-07-13
,,,,,,,,,,2022-07-13
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-13
,,,,,,,,,,2022-07-13
Jul 2022,-,-,-,-,"6,620.0",11.0,-,-,-,2022-07-13
Aug 2022,-,-,-,-,"6,603.0",11.0,-,-,-,2022-07-13
Sep 2022,-,-,-,-,"6,519.0",13.0,23,-,-,2022-07-13
Dec 2022,-,-,-,-,"6,520.0",13.0,-,-,-,2022-07-13
,,,,,,,,,,2022-07-13
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,23,-,-,2022-07-13
,,,,,,,,,,2022-07-13
,,,,,,,,,,2022-07-13
