X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-07-11
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-07-11
,,,,,,,,,,2022-07-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-11
,,,,,,,,,,2022-07-11
Jul 2022,"6,694.0","6,694.0","6,602.0","6,602.0","6,602.0",-79.0,263,-1,2,2022-07-11
Aug 2022,-,-,-,-,"6,585.0",-79.0,10,-,-,2022-07-11
Sep 2022,"6,587.0","6,616.0","6,498.0","6,503.0","6,503.0",-74.0,"257,104","6,700","41,245",2022-07-11
Dec 2022,-,-,-,-,"6,504.0",-74.0,405,-,-,2022-07-11
Mar 2023,-,-,-,-,"6,437.0",-74.0,-,-,-,2022-07-11
Jun 2023,-,-,-,-,"6,437.0",-74.0,2,-,-,2022-07-11
Sep 2023,-,-,-,-,"6,370.0",-74.0,-,-,-,2022-07-11
Dec 2023,-,-,-,-,"6,351.0",-74.0,-,-,-,2022-07-11
,,,,,,,,,,2022-07-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"257,784","6,699","41,247",2022-07-11
,,,,,,,,,,2022-07-11
,,,,,,,,,,2022-07-11
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-07-11
,,,,,,,,,,2022-07-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-11
,,,,,,,,,,2022-07-11
Sep 2022,-,-,-,-,"1,374.0",-,"5,086",172,172,2022-07-11
Dec 2022,-,-,-,-,"1,374.0",-,-,-,-,2022-07-11
Mar 2023,-,-,-,-,"1,374.0",-,-,-,-,2022-07-11
Jun 2023,-,-,-,-,"1,374.0",-,-,-,-,2022-07-11
,,,,,,,,,,2022-07-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"5,086",172,172,2022-07-11
,,,,,,,,,,2022-07-11
,,,,,,,,,,2022-07-11
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-07-11
,,,,,,,,,,2022-07-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-11
,,,,,,,,,,2022-07-11
Sep 2022,-,-,-,-,"6,552.0",-31.0,10,-,-,2022-07-11
Dec 2022,-,-,-,-,"6,552.0",-31.0,-,-,-,2022-07-11
Mar 2023,-,-,-,-,"6,552.0",-31.0,-,-,-,2022-07-11
Jun 2023,-,-,-,-,"6,552.0",-31.0,-,-,-,2022-07-11
,,,,,,,,,,2022-07-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,10,-,-,2022-07-11
,,,,,,,,,,2022-07-11
,,,,,,,,,,2022-07-11
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-07-11
,,,,,,,,,,2022-07-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-11
,,,,,,,,,,2022-07-11
Sep 2022,-,-,-,-,"4,777.0",-119.0,4,-,-,2022-07-11
Dec 2022,-,-,-,-,"4,777.0",-119.0,-,-,-,2022-07-11
Mar 2023,-,-,-,-,"4,777.0",-119.0,-,-,-,2022-07-11
Jun 2023,-,-,-,-,"4,746.0",-119.0,-,-,-,2022-07-11
,,,,,,,,,,2022-07-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,4,-,-,2022-07-11
,,,,,,,,,,2022-07-11
,,,,,,,,,,2022-07-11
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2022-07-11
,,,,,,,,,,2022-07-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-11
,,,,,,,,,,2022-07-11
Jul 2022,-,-,-,-,"6,602.0",-79.0,-,-,-,2022-07-11
Aug 2022,-,-,-,-,"6,585.0",-79.0,-,-,-,2022-07-11
Sep 2022,-,-,-,-,"6,503.0",-74.0,23,-,-,2022-07-11
Dec 2022,-,-,-,-,"6,504.0",-74.0,-,-,-,2022-07-11
,,,,,,,,,,2022-07-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,23,-,-,2022-07-11
,,,,,,,,,,2022-07-11
,,,,,,,,,,2022-07-11
AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),2022-07-11
,,,,,,,,,,2022-07-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-11
,,,,,,,,,,2022-07-11
Sep 2022,-,-,-,-,"7,793.0",-90.0,-,-,-,2022-07-11
Dec 2022,-,-,-,-,"7,798.0",-90.0,-,-,-,2022-07-11
Mar 2023,-,-,-,-,"7,804.0",-90.0,-,-,-,2022-07-11
Jun 2023,-,-,-,-,"7,819.0",-90.0,-,-,-,2022-07-11
Sep 2023,-,-,-,-,"7,730.0",-90.0,-,-,-,2022-07-11
Dec 2023,-,-,-,-,"7,742.0",-90.0,-,-,-,2022-07-11
,,,,,,,,,,2022-07-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,-,-,-,2022-07-11
,,,,,,,,,,2022-07-11
,,,,,,,,,,2022-07-11
