X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2023-04-11
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2023-04-11
,,,,,,,,,,2023-04-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-11
,,,,,,,,,,2023-04-11
Apr 2023,"7,238.0","7,312.0","7,237.0","7,312.0","7,322.0",92.0,"1,027",3,19,2023-04-11
May 2023,-,-,-,-,"7,312.0",92.0,11,-,-,2023-04-11
Jun 2023,"7,244.0","7,343.0","7,244.0","7,332.0","7,332.0",93.0,"240,809","2,504","41,205",2023-04-11
Sep 2023,-,-,-,-,"7,285.0",93.0,7,-,-,2023-04-11
Dec 2023,-,-,-,-,"7,266.0",93.0,-,-,-,2023-04-11
Mar 2024,-,-,-,-,"7,199.0",93.0,-,-,-,2023-04-11
Jun 2024,-,-,-,-,"7,199.0",93.0,-,-,-,2023-04-11
Sep 2024,-,-,-,-,"7,132.0",93.0,-,-,-,2023-04-11
,,,,,,,,,,2023-04-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"241,854","2,507","41,224",2023-04-11
,,,,,,,,,,2023-04-11
,,,,,,,,,,2023-04-11
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2023-04-11
,,,,,,,,,,2023-04-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-11
,,,,,,,,,,2023-04-11
Jun 2023,-,-,-,-,"1,378.0",15.0,"2,173",18,58,2023-04-11
Sep 2023,-,-,-,-,"1,382.0",15.0,-,-,-,2023-04-11
Dec 2023,-,-,-,-,"1,396.0",15.0,-,-,-,2023-04-11
Mar 2024,-,-,-,-,"1,396.0",15.0,-,-,-,2023-04-11
,,,,,,,,,,2023-04-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"2,173",18,58,2023-04-11
,,,,,,,,,,2023-04-11
,,,,,,,,,,2023-04-11
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2023-04-11
,,,,,,,,,,2023-04-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-11
,,,,,,,,,,2023-04-11
Jun 2023,-,-,-,-,"6,927.0",75.0,"1,893",-,-,2023-04-11
Sep 2023,-,-,-,-,"6,852.0",75.0,-,-,-,2023-04-11
Dec 2023,-,-,-,-,"6,874.0",75.0,-,-,-,2023-04-11
Mar 2024,-,-,-,-,"6,874.0",75.0,-,-,-,2023-04-11
,,,,,,,,,,2023-04-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"1,893",-,-,2023-04-11
,,,,,,,,,,2023-04-11
,,,,,,,,,,2023-04-11
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2023-04-11
,,,,,,,,,,2023-04-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-11
,,,,,,,,,,2023-04-11
Jun 2023,-,-,-,-,"6,191.0",126.0,60,-,-,2023-04-11
Sep 2023,-,-,-,-,"6,061.0",126.0,-,-,-,2023-04-11
Dec 2023,-,-,-,-,"6,126.0",126.0,-,-,-,2023-04-11
Mar 2024,-,-,-,-,"6,126.0",126.0,-,-,-,2023-04-11
,,,,,,,,,,2023-04-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,60,-,-,2023-04-11
,,,,,,,,,,2023-04-11
,,,,,,,,,,2023-04-11
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2023-04-11
,,,,,,,,,,2023-04-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-11
,,,,,,,,,,2023-04-11
Apr 2023,-,-,-,-,"7,322.0",92.0,-,-,-,2023-04-11
May 2023,-,-,-,-,"7,312.0",92.0,-,-,-,2023-04-11
Jun 2023,-,-,-,-,"7,332.0",93.0,-,-,-,2023-04-11
Sep 2023,-,-,-,-,"7,285.0",93.0,-,-,-,2023-04-11
,,,,,,,,,,2023-04-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,-,-,-,2023-04-11
,,,,,,,,,,2023-04-11
,,,,,,,,,,2023-04-11
AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),2023-04-11
,,,,,,,,,,2023-04-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-11
,,,,,,,,,,2023-04-11
Jun 2023,-,-,-,-,"9,041.0",112.0,"4,478","2,443","2,443",2023-04-11
Sep 2023,-,-,-,-,"8,952.0",112.0,-,-,-,2023-04-11
Dec 2023,-,-,-,-,"8,964.0",112.0,-,-,-,2023-04-11
Mar 2024,-,-,-,-,"8,942.0",112.0,-,-,-,2023-04-11
Jun 2024,-,-,-,-,"8,979.0",112.0,-,-,-,2023-04-11
Sep 2024,-,-,-,-,"8,979.0",112.0,-,-,-,2023-04-11
,,,,,,,,,,2023-04-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"4,478","2,443","2,443",2023-04-11
,,,,,,,,,,2023-04-11
,,,,,,,,,,2023-04-11
IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),2023-04-11
,,,,,,,,,,2023-04-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-11
