X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-10-04
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-10-04
,,,,,,,,,,2022-10-04
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-10-04
,,,,,,,,,,2022-10-04
Oct 2022,"6,495.0","6,595.0","6,495.0","6,595.0","6,700.0",245.0,"2,286",2,18,2022-10-04
Nov 2022,-,-,-,-,"6,686.0",245.0,-,-,-,2022-10-04
Dec 2022,"6,472.0","6,705.0","6,453.0","6,695.0","6,696.0",244.0,"237,669",-816,"64,919",2022-10-04
Mar 2023,-,-,-,-,"6,633.0",244.0,255,-,-,2022-10-04
Jun 2023,-,-,-,-,"6,633.0",244.0,52,-,-,2022-10-04
Sep 2023,-,-,-,-,"6,566.0",244.0,-,-,-,2022-10-04
Dec 2023,-,-,-,-,"6,547.0",244.0,-,-,-,2022-10-04
Mar 2024,-,-,-,-,"6,480.0",244.0,-,-,-,2022-10-04
,,,,,,,,,,2022-10-04
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"240,262",-814,"64,937",2022-10-04
,,,,,,,,,,2022-10-04
,,,,,,,,,,2022-10-04
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-10-04
,,,,,,,,,,2022-10-04
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-10-04
,,,,,,,,,,2022-10-04
Dec 2022,-,-,-,-,"1,274.0",55.0,"5,841",-,14,2022-10-04
Mar 2023,-,-,-,-,"1,274.0",55.0,-,-,-,2022-10-04
Jun 2023,-,-,-,-,"1,274.0",55.0,-,-,-,2022-10-04
Sep 2023,-,-,-,-,"1,278.0",55.0,-,-,-,2022-10-04
,,,,,,,,,,2022-10-04
