X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-06-15
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-06-15
,,,,,,,,,,2022-06-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-15
,,,,,,,,,,2022-06-15
Jun 2022,"6,678.0","6,690.0","6,584.0","6,607.0","6,606.0",-71.0,"75,968","-49,786","97,977",2022-06-15
Jul 2022,"6,660.0","6,660.0","6,660.0","6,660.0","6,603.0",-71.0,6,-14,1,2022-06-15
Aug 2022,-,-,-,-,"6,586.0",-71.0,10,-,-,2022-06-15
Sep 2022,"6,565.0","6,580.0","6,475.0","6,495.0","6,494.0",-73.0,"218,161","36,416","124,875",2022-06-15
Dec 2022,-,-,-,-,"6,495.0",-73.0,509,-,-,2022-06-15
Mar 2023,-,-,-,-,"6,428.0",-73.0,-,-,-,2022-06-15
Jun 2023,-,-,-,-,"6,428.0",-73.0,2,-,-,2022-06-15
Sep 2023,-,-,-,-,"6,361.0",-73.0,-,-,-,2022-06-15
,,,,,,,,,,2022-06-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"294,656","-13,384","222,853",2022-06-15
,,,,,,,,,,2022-06-15
,,,,,,,,,,2022-06-15
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-06-15
,,,,,,,,,,2022-06-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-15
,,,,,,,,,,2022-06-15
Jun 2022,-,-,-,-,"1,269.0",-38.0,751,-,-,2022-06-15
Sep 2022,"1,287.0","1,287.0","1,258.0","1,258.0","1,258.0",-49.0,921,37,50,2022-06-15
Dec 2022,-,-,-,-,"1,258.0",-49.0,-,-,-,2022-06-15
Mar 2023,-,-,-,-,"1,258.0",-49.0,-,-,-,2022-06-15
,,,,,,,,,,2022-06-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"1,672",37,50,2022-06-15
,,,,,,,,,,2022-06-15
,,,,,,,,,,2022-06-15
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-06-15
,,,,,,,,,,2022-06-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-15
,,,,,,,,,,2022-06-15
Jun 2022,"6,392.0","6,392.0","6,392.0","6,392.0","6,392.0",-11.3,10,-3,3,2022-06-15
Sep 2022,"6,360.0","6,360.0","6,356.0","6,356.0","6,356.0",-1.5,14,4,4,2022-06-15
Dec 2022,-,-,-,-,"6,356.0",-1.5,-,-,-,2022-06-15
Mar 2023,-,-,-,-,"6,356.0",-1.5,-,-,-,2022-06-15
,,,,,,,,,,2022-06-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,24,1,7,2022-06-15
,,,,,,,,,,2022-06-15
,,,,,,,,,,2022-06-15
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-06-15
,,,,,,,,,,2022-06-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-15
,,,,,,,,,,2022-06-15
Jun 2022,"5,658.0","5,680.0","5,658.0","5,680.0","5,680.0",-19.3,1,-8,8,2022-06-15
Sep 2022,"5,447.0","5,470.0","5,447.0","5,470.0","5,470.0",-6.2,8,8,8,2022-06-15
Dec 2022,-,-,-,-,"5,470.0",-6.2,-,-,-,2022-06-15
Mar 2023,-,-,-,-,"5,470.0",-6.2,-,-,-,2022-06-15
,,,,,,,,,,2022-06-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,9,-,16,2022-06-15
,,,,,,,,,,2022-06-15
,,,,,,,,,,2022-06-15
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2022-06-15
,,,,,,,,,,2022-06-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-15
,,,,,,,,,,2022-06-15
Jun 2022,-,-,-,-,"6,606.0",-71.0,16,-,-,2022-06-15
Jul 2022,-,-,-,-,"6,603.0",-71.0,-,-,-,2022-06-15
Aug 2022,-,-,-,-,"6,586.0",-71.0,-,-,-,2022-06-15
Sep 2022,"6,496.0","6,496.0","6,496.0","6,496.0","6,494.0",-73.0,9,2,2,2022-06-15
,,,,,,,,,,2022-06-15
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,25,2,2,2022-06-15
,,,,,,,,,,2022-06-15
,,,,,,,,,,2022-06-15
AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),2022-06-15
,,,,,,,,,,2022-06-15
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-15
,,,,,,,,,,2022-06-15
