X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-12-09
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-12-09
,,,,,,,,,,2022-12-09
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-12-09
,,,,,,,,,,2022-12-09
Dec 2022,"7,183.0","7,224.0","7,178.0","7,218.0","7,218.0",37.0,"242,029","-9,248","59,107",2022-12-09
Jan 2023,-,-,-,-,"7,224.0",43.0,70,-,-,2022-12-09
Feb 2023,-,-,-,-,"7,208.0",43.0,-,-,-,2022-12-09
Mar 2023,"7,133.0","7,172.0","7,129.0","7,167.0","7,166.0",38.0,"22,162","19,592","23,419",2022-12-09
Jun 2023,-,-,-,-,"7,182.0",38.0,364,-,-,2022-12-09
Sep 2023,-,-,-,-,"7,115.0",38.0,-,-,-,2022-12-09
Dec 2023,-,-,-,-,"7,096.0",38.0,-,-,-,2022-12-09
Mar 2024,-,-,-,-,"7,029.0",38.0,-,-,-,2022-12-09
,,,,,,,,,,2022-12-09
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"264,625","10,344","82,526",2022-12-09
,,,,,,,,,,2022-12-09
,,,,,,,,,,2022-12-09
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-12-09
,,,,,,,,,,2022-12-09
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-12-09
,,,,,,,,,,2022-12-09
Dec 2022,"1,373.0","1,373.0","1,373.0","1,373.0","1,373.0",-5.0,"6,092",3,23,2022-12-09
Mar 2023,-,-,-,-,"1,373.0",-5.0,-,-,-,2022-12-09
Jun 2023,-,-,-,-,"1,373.0",-5.0,-,-,-,2022-12-09
Sep 2023,-,-,-,-,"1,377.0",-5.0,-,-,-,2022-12-09
,,,,,,,,,,2022-12-09
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"6,092",3,23,2022-12-09
,,,,,,,,,,2022-12-09
,,,,,,,,,,2022-12-09
