X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-11-11
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-11-11
,,,,,,,,,,2022-11-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-11
,,,,,,,,,,2022-11-11
Nov 2022,"6,949.0","7,143.0","6,949.0","7,143.0","7,152.0",204.0,669,"-1,423",508,2022-11-11
Dec 2022,"6,958.0","7,178.0","6,954.0","7,162.0","7,162.0",204.0,"238,779",-490,"73,032",2022-11-11
Jan 2023,"7,023.0","7,023.0","7,023.0","7,023.0","7,162.0",204.0,1,1,1,2022-11-11
Mar 2023,"7,095.0","7,104.0","7,095.0","7,104.0","7,111.0",203.0,318,-,11,2022-11-11
Jun 2023,-,-,-,-,"7,127.0",203.0,52,-,-,2022-11-11
Sep 2023,-,-,-,-,"7,060.0",203.0,-,-,-,2022-11-11
Dec 2023,-,-,-,-,"7,041.0",203.0,-,-,-,2022-11-11
Mar 2024,-,-,-,-,"6,974.0",203.0,-,-,-,2022-11-11
,,,,,,,,,,2022-11-11
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"239,819","-1,912","73,552",2022-11-11
,,,,,,,,,,2022-11-11
,,,,,,,,,,2022-11-11
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-11-11
,,,,,,,,,,2022-11-11
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-11
,,,,,,,,,,2022-11-11
Dec 2022,-,-,-,-,"1,394.0",55.0,"5,988",6,26,2022-11-11
Mar 2023,-,-,-,-,"1,394.0",55.0,-,-,-,2022-11-11
Jun 2023,-,-,-,-,"1,394.0",55.0,-,-,-,2022-11-11
Sep 2023,-,-,-,-,"1,398.0",55.0,-,-,-,2022-11-11
,,,,,,,,,,2022-11-11
