X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2023-04-19
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2023-04-19
,,,,,,,,,,2023-04-19
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-19
,,,,,,,,,,2023-04-19
Apr 2023,"7,374.0","7,374.0","7,373.0","7,373.0","7,368.0",11.0,"2,906","1,197","1,932",2023-04-19
May 2023,"7,364.0","7,364.0","7,357.0","7,357.0","7,358.0",10.0,88,68,68,2023-04-19
Jun 2023,"7,367.0","7,389.0","7,359.0","7,377.0","7,377.0",10.0,"245,227","-1,388","28,507",2023-04-19
Sep 2023,-,-,-,-,"7,334.0",10.0,7,-,-,2023-04-19
Dec 2023,-,-,-,-,"7,315.0",10.0,-,-,-,2023-04-19
Mar 2024,-,-,-,-,"7,248.0",10.0,-,-,-,2023-04-19
Jun 2024,-,-,-,-,"7,248.0",10.0,-,-,-,2023-04-19
Sep 2024,-,-,-,-,"7,181.0",10.0,-,-,-,2023-04-19
,,,,,,,,,,2023-04-19
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"248,228",-123,"30,507",2023-04-19
,,,,,,,,,,2023-04-19
,,,,,,,,,,2023-04-19
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2023-04-19
,,,,,,,,,,2023-04-19
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-19
,,,,,,,,,,2023-04-19
Jun 2023,"1,370.0","1,370.0","1,370.0","1,370.0","1,370.0",-13.0,"2,119",-25,50,2023-04-19
Sep 2023,-,-,-,-,"1,374.0",-13.0,-,-,-,2023-04-19
Dec 2023,-,-,-,-,"1,388.0",-13.0,-,-,-,2023-04-19
Mar 2024,-,-,-,-,"1,388.0",-13.0,-,-,-,2023-04-19
,,,,,,,,,,2023-04-19
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"2,119",-25,50,2023-04-19
,,,,,,,,,,2023-04-19
,,,,,,,,,,2023-04-19
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2023-04-19
,,,,,,,,,,2023-04-19
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-19
,,,,,,,,,,2023-04-19
Jun 2023,-,-,-,-,"6,957.0",-5.0,"1,893",-,-,2023-04-19
Sep 2023,-,-,-,-,"6,882.0",-5.0,-,-,-,2023-04-19
Dec 2023,-,-,-,-,"6,904.0",-5.0,-,-,-,2023-04-19
Mar 2024,-,-,-,-,"6,904.0",-5.0,-,-,-,2023-04-19
,,,,,,,,,,2023-04-19
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"1,893",-,-,2023-04-19
,,,,,,,,,,2023-04-19
,,,,,,,,,,2023-04-19
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2023-04-19
,,,,,,,,,,2023-04-19
