X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-12-12
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-12-12
,,,,,,,,,,2022-12-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-12-12
,,,,,,,,,,2022-12-12
Dec 2022,"7,222.0","7,231.0","7,160.0","7,183.0","7,184.0",-34.0,"200,374","-41,655","132,530",2022-12-12
Jan 2023,-,-,-,-,"7,193.0",-31.0,70,-,-,2022-12-12
Feb 2023,-,-,-,-,"7,177.0",-31.0,-,-,-,2022-12-12
Mar 2023,"7,174.0","7,180.0","7,108.0","7,130.0","7,129.0",-37.0,"92,663","70,501","104,233",2022-12-12
Jun 2023,-,-,-,-,"7,145.0",-37.0,364,-,-,2022-12-12
Sep 2023,-,-,-,-,"7,078.0",-37.0,-,-,-,2022-12-12
Dec 2023,-,-,-,-,"7,059.0",-37.0,-,-,-,2022-12-12
Mar 2024,-,-,-,-,"6,992.0",-37.0,-,-,-,2022-12-12
,,,,,,,,,,2022-12-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"293,471","28,846","236,763",2022-12-12
,,,,,,,,,,2022-12-12
,,,,,,,,,,2022-12-12
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-12-12
,,,,,,,,,,2022-12-12
