X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-08-23
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-08-23
,,,,,,,,,,2022-08-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-23
,,,,,,,,,,2022-08-23
Sep 2022,"6,955.0","6,956.0","6,859.0","6,864.0","6,865.0",-88.0,"243,975","3,775","46,447",2022-08-23
Oct 2022,"6,919.0","6,919.0","6,919.0","6,919.0","6,874.0",-88.0,3,3,3,2022-08-23
Nov 2022,-,-,-,-,"6,852.0",-88.0,-,-,-,2022-08-23
Dec 2022,-,-,-,-,"6,876.0",-88.0,524,-38,148,2022-08-23
Mar 2023,-,-,-,-,"6,809.0",-88.0,-,-,-,2022-08-23
Jun 2023,-,-,-,-,"6,809.0",-88.0,52,-,-,2022-08-23
Sep 2023,-,-,-,-,"6,742.0",-88.0,-,-,-,2022-08-23
Dec 2023,-,-,-,-,"6,723.0",-88.0,-,-,-,2022-08-23
,,,,,,,,,,2022-08-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"244,554","3,740","46,598",2022-08-23
,,,,,,,,,,2022-08-23
,,,,,,,,,,2022-08-23
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-08-23
,,,,,,,,,,2022-08-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-23
,,,,,,,,,,2022-08-23
Sep 2022,"1,399.0","1,399.0","1,399.0","1,399.0","1,399.0",-18.0,"3,735",22,40,2022-08-23
Dec 2022,-,-,-,-,"1,399.0",-18.0,-,-,-,2022-08-23
Mar 2023,-,-,-,-,"1,399.0",-18.0,-,-,-,2022-08-23
Jun 2023,-,-,-,-,"1,399.0",-18.0,-,-,-,2022-08-23
,,,,,,,,,,2022-08-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"3,735",22,40,2022-08-23
,,,,,,,,,,2022-08-23
,,,,,,,,,,2022-08-23
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-08-23
,,,,,,,,,,2022-08-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-23
,,,,,,,,,,2022-08-23
Sep 2022,-,-,-,-,"6,856.0",-143.0,10,-,-,2022-08-23
Dec 2022,-,-,-,-,"6,856.0",-143.0,-,-,-,2022-08-23
Mar 2023,-,-,-,-,"6,856.0",-143.0,-,-,-,2022-08-23
Jun 2023,-,-,-,-,"6,856.0",-143.0,-,-,-,2022-08-23
,,,,,,,,,,2022-08-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,10,-,-,2022-08-23
,,,,,,,,,,2022-08-23
,,,,,,,,,,2022-08-23
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-08-23
,,,,,,,,,,2022-08-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-23
,,,,,,,,,,2022-08-23
Sep 2022,-,-,-,-,"5,314.0",18.0,57,-,-,2022-08-23
Dec 2022,-,-,-,-,"5,314.0",18.0,-,-,-,2022-08-23
Mar 2023,-,-,-,-,"5,314.0",18.0,-,-,-,2022-08-23
Jun 2023,-,-,-,-,"5,283.0",18.0,-,-,-,2022-08-23
,,,,,,,,,,2022-08-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,57,-,-,2022-08-23
,,,,,,,,,,2022-08-23
,,,,,,,,,,2022-08-23
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2022-08-23
,,,,,,,,,,2022-08-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-23
,,,,,,,,,,2022-08-23
Sep 2022,"6,873.0","6,873.0","6,873.0","6,873.0","6,865.0",-88.0,23,-,4,2022-08-23
Oct 2022,-,-,-,-,"6,874.0",-88.0,-,-,-,2022-08-23
Nov 2022,-,-,-,-,"6,852.0",-88.0,-,-,-,2022-08-23
Dec 2022,-,-,-,-,"6,876.0",-88.0,-,-,-,2022-08-23
,,,,,,,,,,2022-08-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,23,-,4,2022-08-23
,,,,,,,,,,2022-08-23
,,,,,,,,,,2022-08-23
AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),2022-08-23
,,,,,,,,,,2022-08-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-23
,,,,,,,,,,2022-08-23
Sep 2022,-,-,-,-,"8,231.0",-101.0,644,-,-,2022-08-23
Dec 2022,-,-,-,-,"8,236.0",-101.0,-,-,-,2022-08-23
Mar 2023,-,-,-,-,"8,242.0",-101.0,-,-,-,2022-08-23
Jun 2023,-,-,-,-,"8,257.0",-101.0,-,-,-,2022-08-23
Sep 2023,-,-,-,-,"8,168.0",-101.0,-,-,-,2022-08-23
Dec 2023,-,-,-,-,"8,180.0",-101.0,-,-,-,2022-08-23
,,,,,,,,,,2022-08-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,644,-,-,2022-08-23
,,,,,,,,,,2022-08-23
,,,,,,,,,,2022-08-23
IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),IB - 30 Day Interbank Cash Rate (RBA Interbank Overnight Cash),2022-08-23
,,,,,,,,,,2022-08-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-23
,,,,,,,,,,2022-08-23
Aug 2022,-,-,-,-,98.225,-,"25,015",-,-,2022-08-23
Sep 2022,97.820,97.820,97.815,97.815,97.815,-0.015,"12,283",-10,14,2022-08-23
Oct 2022,97.440,97.440,97.435,97.440,97.440,-0.025,"3,896",15,235,2022-08-23
Nov 2022,97.060,97.065,97.055,97.060,97.065,-0.020,"3,869",70,130,2022-08-23
Dec 2022,96.770,96.790,96.765,96.785,96.790,-0.030,"4,471",310,477,2022-08-23
Jan 2023,96.700,96.715,96.700,96.715,96.715,-0.035,"2,440",-159,209,2022-08-23
Feb 2023,96.490,96.490,96.480,96.480,96.500,-0.080,"1,465",108,160,2022-08-23
Mar 2023,-,-,-,-,96.330,-0.095,91,-,-,2022-08-23
Apr 2023,-,-,-,-,96.255,-0.085,20,-,-,2022-08-23
