X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-09-02
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-09-02
,,,,,,,,,,2022-09-02
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-02
,,,,,,,,,,2022-09-02
Sep 2022,"6,805.0","6,824.0","6,761.0","6,807.0","6,808.0",11.0,"257,345","3,202","50,586",2022-09-02
Oct 2022,"6,793.0","6,819.0","6,793.0","6,819.0","6,816.0",12.0,25,16,21,2022-09-02
Nov 2022,-,-,-,-,"6,794.0",12.0,-,-,-,2022-09-02
Dec 2022,"6,785.0","6,824.0","6,785.0","6,818.0","6,815.0",9.0,"3,159","1,845","1,907",2022-09-02
Mar 2023,-,-,-,-,"6,748.0",9.0,-,-,-,2022-09-02
Jun 2023,-,-,-,-,"6,748.0",9.0,52,-,-,2022-09-02
Sep 2023,-,-,-,-,"6,681.0",9.0,-,-,-,2022-09-02
Dec 2023,-,-,-,-,"6,662.0",9.0,-,-,-,2022-09-02
,,,,,,,,,,2022-09-02
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"260,581","5,063","52,514",2022-09-02
,,,,,,,,,,2022-09-02
,,,,,,,,,,2022-09-02
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-09-02
,,,,,,,,,,2022-09-02
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-02
,,,,,,,,,,2022-09-02
Sep 2022,"1,388.0","1,388.0","1,388.0","1,388.0","1,388.0",15.0,"2,689",-12,28,2022-09-02
Dec 2022,-,-,-,-,"1,388.0",15.0,-,-,-,2022-09-02
Mar 2023,-,-,-,-,"1,388.0",15.0,-,-,-,2022-09-02
Jun 2023,-,-,-,-,"1,388.0",15.0,-,-,-,2022-09-02
,,,,,,,,,,2022-09-02
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"2,689",-12,28,2022-09-02
,,,,,,,,,,2022-09-02
,,,,,,,,,,2022-09-02
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-09-02
,,,,,,,,,,2022-09-02
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-02
,,,,,,,,,,2022-09-02
Sep 2022,-,-,-,-,"6,908.0",50.0,10,-,-,2022-09-02
Dec 2022,-,-,-,-,"6,908.0",50.0,-,-,-,2022-09-02
Mar 2023,-,-,-,-,"6,908.0",50.0,-,-,-,2022-09-02
Jun 2023,-,-,-,-,"6,908.0",50.0,-,-,-,2022-09-02
,,,,,,,,,,2022-09-02
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,10,-,-,2022-09-02
,,,,,,,,,,2022-09-02
,,,,,,,,,,2022-09-02
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-09-02
,,,,,,,,,,2022-09-02
