X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-10-27
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-10-27
,,,,,,,,,,2022-10-27
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-10-27
,,,,,,,,,,2022-10-27
Nov 2022,-,-,-,-,"6,829.0",41.0,-,-,-,2022-10-27
Dec 2022,"6,801.0","6,868.0","6,789.0","6,839.0","6,839.0",40.0,"228,506","-2,220","41,310",2022-10-27
Jan 2023,-,-,-,-,"6,839.0",40.0,-,-,-,2022-10-27
Mar 2023,"6,786.0","6,814.0","6,786.0","6,814.0","6,791.0",40.0,268,2,6,2022-10-27
Jun 2023,-,-,-,-,"6,791.0",40.0,52,-,-,2022-10-27
Sep 2023,-,-,-,-,"6,724.0",40.0,-,-,-,2022-10-27
Dec 2023,-,-,-,-,"6,705.0",40.0,-,-,-,2022-10-27
Mar 2024,-,-,-,-,"6,638.0",40.0,-,-,-,2022-10-27
,,,,,,,,,,2022-10-27
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"228,826","-2,218","41,316",2022-10-27
,,,,,,,,,,2022-10-27
,,,,,,,,,,2022-10-27
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-10-27
,,,,,,,,,,2022-10-27
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-10-27
,,,,,,,,,,2022-10-27
Dec 2022,"1,310.0","1,310.0","1,310.0","1,310.0","1,305.0",5.0,"6,113",6,6,2022-10-27
Mar 2023,-,-,-,-,"1,305.0",5.0,-,-,-,2022-10-27
Jun 2023,-,-,-,-,"1,305.0",5.0,-,-,-,2022-10-27
Sep 2023,-,-,-,-,"1,309.0",5.0,-,-,-,2022-10-27
,,,,,,,,,,2022-10-27
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"6,113",6,6,2022-10-27
,,,,,,,,,,2022-10-27
,,,,,,,,,,2022-10-27
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-10-27
,,,,,,,,,,2022-10-27
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-10-27
,,,,,,,,,,2022-10-27
Dec 2022,-,-,-,-,"7,135.0",-31.0,10,-,-,2022-10-27
Mar 2023,-,-,-,-,"7,135.0",-31.0,-,-,-,2022-10-27
Jun 2023,-,-,-,-,"7,135.0",-31.0,-,-,-,2022-10-27
Sep 2023,-,-,-,-,"7,060.0",-31.0,-,-,-,2022-10-27
,,,,,,,,,,2022-10-27
