X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2023-04-12
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2023-04-12
,,,,,,,,,,2023-04-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-12
,,,,,,,,,,2023-04-12
Apr 2023,"7,369.0","7,377.0","7,349.0","7,353.0","7,350.0",28.0,"1,040",13,139,2023-04-12
May 2023,-,-,-,-,"7,340.0",28.0,11,-,-,2023-04-12
Jun 2023,"7,329.0","7,389.0","7,321.0","7,360.0","7,360.0",28.0,"244,819","4,010","40,402",2023-04-12
Sep 2023,-,-,-,-,"7,313.0",28.0,7,-,-,2023-04-12
Dec 2023,-,-,-,-,"7,294.0",28.0,-,-,-,2023-04-12
Mar 2024,-,-,-,-,"7,227.0",28.0,-,-,-,2023-04-12
Jun 2024,-,-,-,-,"7,227.0",28.0,-,-,-,2023-04-12
Sep 2024,-,-,-,-,"7,160.0",28.0,-,-,-,2023-04-12
,,,,,,,,,,2023-04-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"245,877","4,023","40,541",2023-04-12
,,,,,,,,,,2023-04-12
,,,,,,,,,,2023-04-12
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2023-04-12
,,,,,,,,,,2023-04-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-12
,,,,,,,,,,2023-04-12
Jun 2023,"1,368.0","1,368.0","1,366.0","1,366.0","1,366.0",-12.0,"2,157",-16,42,2023-04-12
Sep 2023,-,-,-,-,"1,370.0",-12.0,-,-,-,2023-04-12
Dec 2023,-,-,-,-,"1,384.0",-12.0,-,-,-,2023-04-12
Mar 2024,-,-,-,-,"1,384.0",-12.0,-,-,-,2023-04-12
,,,,,,,,,,2023-04-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"2,157",-16,42,2023-04-12
,,,,,,,,,,2023-04-12
,,,,,,,,,,2023-04-12
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2023-04-12
,,,,,,,,,,2023-04-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-12
,,,,,,,,,,2023-04-12
Jun 2023,-,-,-,-,"6,917.0",-10.0,"1,893",-,-,2023-04-12
Sep 2023,-,-,-,-,"6,842.0",-10.0,-,-,-,2023-04-12
Dec 2023,-,-,-,-,"6,864.0",-10.0,-,-,-,2023-04-12
Mar 2024,-,-,-,-,"6,864.0",-10.0,-,-,-,2023-04-12
,,,,,,,,,,2023-04-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"1,893",-,-,2023-04-12
,,,,,,,,,,2023-04-12
,,,,,,,,,,2023-04-12
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2023-04-12
,,,,,,,,,,2023-04-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-12
,,,,,,,,,,2023-04-12
Jun 2023,-,-,-,-,"6,262.0",71.0,60,-,-,2023-04-12
Sep 2023,-,-,-,-,"6,132.0",71.0,-,-,-,2023-04-12
Dec 2023,-,-,-,-,"6,197.0",71.0,-,-,-,2023-04-12
Mar 2024,-,-,-,-,"6,197.0",71.0,-,-,-,2023-04-12
,,,,,,,,,,2023-04-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,60,-,-,2023-04-12
,,,,,,,,,,2023-04-12
,,,,,,,,,,2023-04-12
AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),AM - Mini-ASX SPI 200 (A$5 x Index),2023-04-12
,,,,,,,,,,2023-04-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-12
,,,,,,,,,,2023-04-12
Apr 2023,-,-,-,-,"7,350.0",28.0,-,-,-,2023-04-12
May 2023,-,-,-,-,"7,340.0",28.0,-,-,-,2023-04-12
Jun 2023,-,-,-,-,"7,360.0",28.0,-,-,-,2023-04-12
Sep 2023,-,-,-,-,"7,313.0",28.0,-,-,-,2023-04-12
,,,,,,,,,,2023-04-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,-,-,-,2023-04-12
,,,,,,,,,,2023-04-12
,,,,,,,,,,2023-04-12
AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),AT - S&P /ASX 200 Gross TR Index (A$25 x ASX 200 Gross TR Index / 10),2023-04-12
,,,,,,,,,,2023-04-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-04-12
,,,,,,,,,,2023-04-12
Jun 2023,-,-,-,-,"9,083.0",42.0,"4,478",-,-,2023-04-12
Sep 2023,-,-,-,-,"8,994.0",42.0,-,-,-,2023-04-12
Dec 2023,-,-,-,-,"9,006.0",42.0,-,-,-,2023-04-12
Mar 2024,-,-,-,-,"8,984.0",42.0,-,-,-,2023-04-12
Jun 2024,-,-,-,-,"9,021.0",42.0,-,-,-,2023-04-12
Sep 2024,-,-,-,-,"9,021.0",42.0,-,-,-,2023-04-12
,,,,,,,,,,2023-04-12
