X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-08-12
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-08-12
,,,,,,,,,,2022-08-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-12
,,,,,,,,,,2022-08-12
Aug 2022,"7,018.0","7,018.0","7,010.0","7,012.0","7,019.0",-32.0,74,6,9,2022-08-12
Sep 2022,"6,965.0","6,981.0","6,912.0","6,936.0","6,934.0",-32.0,"229,166",729,"40,435",2022-08-12
Oct 2022,-,-,-,-,"6,946.0",-34.0,-,-,-,2022-08-12
Dec 2022,"6,926.0","6,926.0","6,926.0","6,926.0","6,945.0",-31.0,561,-1,1,2022-08-12
Mar 2023,-,-,-,-,"6,878.0",-31.0,-,-,-,2022-08-12
Jun 2023,-,-,-,-,"6,878.0",-31.0,2,-,-,2022-08-12
Sep 2023,-,-,-,-,"6,811.0",-31.0,-,-,-,2022-08-12
Dec 2023,-,-,-,-,"6,792.0",-31.0,-,-,-,2022-08-12
,,,,,,,,,,2022-08-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"229,803",734,"40,445",2022-08-12
,,,,,,,,,,2022-08-12
,,,,,,,,,,2022-08-12
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-08-12
,,,,,,,,,,2022-08-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-12
,,,,,,,,,,2022-08-12
Sep 2022,-,-,-,-,"1,421.0",-31.0,"4,076",-925,"1,299",2022-08-12
Dec 2022,-,-,-,-,"1,421.0",-31.0,-,-,-,2022-08-12
Mar 2023,-,-,-,-,"1,421.0",-31.0,-,-,-,2022-08-12
Jun 2023,-,-,-,-,"1,421.0",-31.0,-,-,-,2022-08-12
,,,,,,,,,,2022-08-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"4,076",-925,"1,299",2022-08-12
,,,,,,,,,,2022-08-12
,,,,,,,,,,2022-08-12
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-08-12
,,,,,,,,,,2022-08-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-12
,,,,,,,,,,2022-08-12
Sep 2022,-,-,-,-,"7,068.0",-16.0,8,-,-,2022-08-12
Dec 2022,-,-,-,-,"7,068.0",-16.0,-,-,-,2022-08-12
Mar 2023,-,-,-,-,"7,068.0",-16.0,-,-,-,2022-08-12
Jun 2023,-,-,-,-,"7,068.0",-16.0,-,-,-,2022-08-12
,,,,,,,,,,2022-08-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,8,-,-,2022-08-12
,,,,,,,,,,2022-08-12
,,,,,,,,,,2022-08-12
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-08-12
,,,,,,,,,,2022-08-12
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-08-12
,,,,,,,,,,2022-08-12
Sep 2022,-,-,-,-,"5,162.0",-,7,-,-,2022-08-12
Dec 2022,-,-,-,-,"5,162.0",-,-,-,-,2022-08-12
Mar 2023,-,-,-,-,"5,162.0",-,-,-,-,2022-08-12
Jun 2023,-,-,-,-,"5,131.0",-,-,-,-,2022-08-12
,,,,,,,,,,2022-08-12
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,7,-,-,2022-08-12
,,,,,,,,,,2022-08-12
,,,,,,,,,,2022-08-12
