X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-07-21
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-07-21
,,,,,,,,,,2022-07-21
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-21
,,,,,,,,,,2022-07-21
Jul 2022,"6,750.0","6,772.0","6,750.0","6,772.0","6,772.0",1.0,"2,865",276,296,2022-07-21
Aug 2022,"6,746.0","6,746.0","6,746.0","6,746.0","6,756.0",-,10,-1,1,2022-07-21
Sep 2022,"6,669.0","6,696.0","6,618.0","6,679.0","6,677.0",8.0,"248,307",-385,"51,868",2022-07-21
Dec 2022,"6,638.0","6,672.0","6,638.0","6,672.0","6,692.0",8.0,593,-,2,2022-07-21
Mar 2023,-,-,-,-,"6,625.0",8.0,-,-,-,2022-07-21
Jun 2023,-,-,-,-,"6,625.0",8.0,2,-,-,2022-07-21
Sep 2023,-,-,-,-,"6,558.0",8.0,-,-,-,2022-07-21
Dec 2023,-,-,-,-,"6,539.0",8.0,-,-,-,2022-07-21
,,,,,,,,,,2022-07-21
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"251,777",-110,"52,167",2022-07-21
,,,,,,,,,,2022-07-21
,,,,,,,,,,2022-07-21
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-07-21
,,,,,,,,,,2022-07-21
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-21
,,,,,,,,,,2022-07-21
Sep 2022,"1,404.0","1,404.0","1,395.0","1,395.0","1,395.0",-17.0,"5,148",-16,16,2022-07-21
Dec 2022,-,-,-,-,"1,395.0",-17.0,-,-,-,2022-07-21
Mar 2023,-,-,-,-,"1,395.0",-17.0,-,-,-,2022-07-21
Jun 2023,-,-,-,-,"1,395.0",-17.0,-,-,-,2022-07-21
,,,,,,,,,,2022-07-21
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"5,148",-16,16,2022-07-21
,,,,,,,,,,2022-07-21
,,,,,,,,,,2022-07-21
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-07-21
,,,,,,,,,,2022-07-21
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-21
,,,,,,,,,,2022-07-21
Sep 2022,-,-,-,-,"6,774.0",65.0,8,-,-,2022-07-21
Dec 2022,-,-,-,-,"6,774.0",65.0,-,-,-,2022-07-21
Mar 2023,-,-,-,-,"6,774.0",65.0,-,-,-,2022-07-21
Jun 2023,-,-,-,-,"6,774.0",65.0,-,-,-,2022-07-21
,,,,,,,,,,2022-07-21
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,8,-,-,2022-07-21
,,,,,,,,,,2022-07-21
,,,,,,,,,,2022-07-21
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-07-21
,,,,,,,,,,2022-07-21
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-21
,,,,,,,,,,2022-07-21
Sep 2022,"4,746.0","4,746.0","4,746.0","4,746.0","4,746.0",-105.0,2,-2,2,2022-07-21
Dec 2022,-,-,-,-,"4,746.0",-105.0,-,-,-,2022-07-21
Mar 2023,-,-,-,-,"4,746.0",-105.0,-,-,-,2022-07-21
Jun 2023,-,-,-,-,"4,715.0",-105.0,-,-,-,2022-07-21
