X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-09-20
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-09-20
,,,,,,,,,,2022-09-20
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-20
,,,,,,,,,,2022-09-20
Oct 2022,"6,708.0","6,813.0","6,706.0","6,810.0","6,817.0",93.0,"2,339",50,50,2022-09-20
Nov 2022,-,-,-,-,"6,803.0",93.0,-,-,-,2022-09-20
Dec 2022,"6,714.0","6,815.0","6,677.0","6,814.0","6,814.0",93.0,"231,110","-2,753","43,254",2022-09-20
Mar 2023,-,-,-,-,"6,751.0",93.0,255,-,-,2022-09-20
Jun 2023,-,-,-,-,"6,751.0",93.0,52,-,-,2022-09-20
Sep 2023,-,-,-,-,"6,684.0",93.0,-,-,-,2022-09-20
Dec 2023,-,-,-,-,"6,665.0",93.0,-,-,-,2022-09-20
Mar 2024,-,-,-,-,"6,598.0",93.0,-,-,-,2022-09-20
,,,,,,,,,,2022-09-20
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"233,756","-2,703","43,304",2022-09-20
,,,,,,,,,,2022-09-20
,,,,,,,,,,2022-09-20
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-09-20
,,,,,,,,,,2022-09-20
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-20
,,,,,,,,,,2022-09-20
Dec 2022,-,-,-,-,"1,348.0",-,"5,984",-27,71,2022-09-20
Mar 2023,-,-,-,-,"1,348.0",-,-,-,-,2022-09-20
Jun 2023,-,-,-,-,"1,348.0",-,-,-,-,2022-09-20
Sep 2023,-,-,-,-,"1,352.0",-,-,-,-,2022-09-20
,,,,,,,,,,2022-09-20
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"5,984",-27,71,2022-09-20
,,,,,,,,,,2022-09-20
,,,,,,,,,,2022-09-20
