X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-06-09
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-06-09
,,,,,,,,,,2022-06-09
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-09
,,,,,,,,,,2022-06-09
Jun 2022,"7,123.0","7,129.0","7,016.0","7,018.0","7,019.0",-114.0,"239,088","4,216","60,025",2022-06-09
Jul 2022,-,-,-,-,"7,017.0",-116.0,2,-,-,2022-06-09
Aug 2022,-,-,-,-,"7,000.0",-116.0,-,-,-,2022-06-09
Sep 2022,"7,016.0","7,016.0","6,909.0","6,912.0","6,910.0",-116.0,"4,813","3,375","4,924",2022-06-09
Dec 2022,-,-,-,-,"6,911.0",-116.0,509,-,-,2022-06-09
Mar 2023,-,-,-,-,"6,844.0",-116.0,-,-,-,2022-06-09
Jun 2023,-,-,-,-,"6,844.0",-116.0,1,-,-,2022-06-09
Sep 2023,-,-,-,-,"6,777.0",-116.0,-,-,-,2022-06-09
,,,,,,,,,,2022-06-09
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"244,413","7,591","64,949",2022-06-09
,,,,,,,,,,2022-06-09
,,,,,,,,,,2022-06-09
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-06-09
,,,,,,,,,,2022-06-09
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-09
,,,,,,,,,,2022-06-09
Jun 2022,"1,401.0","1,401.0","1,401.0","1,401.0","1,401.0",-26.0,"1,543",15,35,2022-06-09
Sep 2022,-,-,-,-,"1,401.0",-26.0,-,-,-,2022-06-09
Dec 2022,-,-,-,-,"1,401.0",-26.0,-,-,-,2022-06-09
Mar 2023,-,-,-,-,"1,401.0",-26.0,-,-,-,2022-06-09
,,,,,,,,,,2022-06-09
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"1,543",15,35,2022-06-09
,,,,,,,,,,2022-06-09
,,,,,,,,,,2022-06-09
