X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2023-03-03
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2023-03-03
,,,,,,,,,,2023-03-03
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-03-03
,,,,,,,,,,2023-03-03
Mar 2023,"7,195.0","7,248.0","7,167.0","7,234.0","7,235.0",33.0,"323,865",-412,"39,776",2023-03-03
Apr 2023,-,-,-,-,"7,243.0",33.0,1,1,1,2023-03-03
May 2023,-,-,-,-,"7,222.0",33.0,-,-,-,2023-03-03
Jun 2023,"7,220.0","7,264.0","7,220.0","7,263.0","7,266.0",33.0,"1,660",72,76,2023-03-03
Sep 2023,-,-,-,-,"7,199.0",33.0,-,-,-,2023-03-03
Dec 2023,-,-,-,-,"7,180.0",33.0,-,-,-,2023-03-03
Mar 2024,-,-,-,-,"7,113.0",33.0,-,-,-,2023-03-03
Jun 2024,-,-,-,-,"7,113.0",33.0,-,-,-,2023-03-03
,,,,,,,,,,2023-03-03
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"325,526",-339,"39,853",2023-03-03
,,,,,,,,,,2023-03-03
,,,,,,,,,,2023-03-03
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2023-03-03
,,,,,,,,,,2023-03-03
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-03-03
,,,,,,,,,,2023-03-03
Mar 2023,"1,402.0","1,402.0","1,402.0","1,402.0","1,402.0",-10.0,"3,563",-90,81,2023-03-03
Jun 2023,-,-,-,-,"1,402.0",-10.0,-,-,-,2023-03-03
Sep 2023,-,-,-,-,"1,406.0",-10.0,-,-,-,2023-03-03
Dec 2023,-,-,-,-,"1,420.0",-10.0,-,-,-,2023-03-03
,,,,,,,,,,2023-03-03
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"3,563",-90,81,2023-03-03
,,,,,,,,,,2023-03-03
,,,,,,,,,,2023-03-03
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2023-03-03
,,,,,,,,,,2023-03-03
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-03-03
,,,,,,,,,,2023-03-03
Mar 2023,-,-,-,-,"7,013.0",37.0,12,-,-,2023-03-03
Jun 2023,-,-,-,-,"7,013.0",37.0,-,-,-,2023-03-03
Sep 2023,-,-,-,-,"6,938.0",37.0,-,-,-,2023-03-03
Dec 2023,-,-,-,-,"6,960.0",37.0,-,-,-,2023-03-03
,,,,,,,,,,2023-03-03
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,12,-,-,2023-03-03
,,,,,,,,,,2023-03-03
,,,,,,,,,,2023-03-03
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2023-03-03
,,,,,,,,,,2023-03-03
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-03-03
,,,,,,,,,,2023-03-03
Mar 2023,-,-,-,-,"6,198.0",30.0,17,-,-,2023-03-03
Jun 2023,-,-,-,-,"6,198.0",30.0,-,-,-,2023-03-03
Sep 2023,-,-,-,-,"6,168.0",30.0,-,-,-,2023-03-03
Dec 2023,-,-,-,-,"6,233.0",30.0,-,-,-,2023-03-03
,,,,,,,,,,2023-03-03
