X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2023-02-14
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2023-02-14
,,,,,,,,,,2023-02-14
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-02-14
,,,,,,,,,,2023-02-14
Feb 2023,"7,457.0","7,457.0","7,432.0","7,432.0","7,433.0",8.0,140,-4,7,2023-02-14
Mar 2023,"7,349.0","7,404.0","7,349.0","7,359.0","7,358.0",8.0,"303,469","6,818","48,235",2023-02-14
Apr 2023,-,-,-,-,"7,358.0",8.0,-,-,-,2023-02-14
Jun 2023,"7,421.0","7,438.0","7,409.0","7,409.0","7,389.0",8.0,"1,153",1,14,2023-02-14
Sep 2023,-,-,-,-,"7,322.0",8.0,-,-,-,2023-02-14
Dec 2023,-,-,-,-,"7,303.0",8.0,-,-,-,2023-02-14
Mar 2024,-,-,-,-,"7,236.0",8.0,-,-,-,2023-02-14
Jun 2024,-,-,-,-,"7,236.0",8.0,-,-,-,2023-02-14
,,,,,,,,,,2023-02-14
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"304,762","6,815","48,256",2023-02-14
,,,,,,,,,,2023-02-14
,,,,,,,,,,2023-02-14
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2023-02-14
,,,,,,,,,,2023-02-14
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-02-14
,,,,,,,,,,2023-02-14
Mar 2023,"1,434.0","1,434.0","1,430.0","1,430.0","1,430.0",9.0,"4,248",126,181,2023-02-14
Jun 2023,-,-,-,-,"1,430.0",9.0,-,-,-,2023-02-14
Sep 2023,-,-,-,-,"1,434.0",9.0,-,-,-,2023-02-14
Dec 2023,-,-,-,-,"1,448.0",9.0,-,-,-,2023-02-14
,,,,,,,,,,2023-02-14
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"4,248",126,181,2023-02-14
,,,,,,,,,,2023-02-14
,,,,,,,,,,2023-02-14
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2023-02-14
,,,,,,,,,,2023-02-14
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-02-14
,,,,,,,,,,2023-02-14
Mar 2023,-,-,-,-,"7,476.0",15.0,7,-,-,2023-02-14
Jun 2023,-,-,-,-,"7,476.0",15.0,-,-,-,2023-02-14
