X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-07-04
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-07-04
,,,,,,,,,,2022-07-04
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-04
,,,,,,,,,,2022-07-04
Jul 2022,"6,637.0","6,637.0","6,637.0","6,637.0","6,637.0",81.0,92,-1,1,2022-07-04
Aug 2022,-,-,-,-,"6,620.0",81.0,10,-,-,2022-07-04
Sep 2022,"6,445.0","6,567.0","6,440.0","6,538.0","6,537.0",88.0,"261,646","8,535","57,649",2022-07-04
Dec 2022,-,-,-,-,"6,538.0",88.0,405,-,-,2022-07-04
Mar 2023,-,-,-,-,"6,471.0",88.0,-,-,-,2022-07-04
Jun 2023,-,-,-,-,"6,471.0",88.0,2,-,-,2022-07-04
Sep 2023,-,-,-,-,"6,404.0",88.0,-,-,-,2022-07-04
Dec 2023,-,-,-,-,"6,385.0",88.0,-,-,-,2022-07-04
,,,,,,,,,,2022-07-04
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"262,155","8,534","57,650",2022-07-04
,,,,,,,,,,2022-07-04
,,,,,,,,,,2022-07-04
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-07-04
,,,,,,,,,,2022-07-04
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-04
,,,,,,,,,,2022-07-04
Sep 2022,"1,373.0","1,373.0","1,373.0","1,373.0","1,373.0",36.0,"2,913",67,67,2022-07-04
Dec 2022,-,-,-,-,"1,373.0",36.0,-,-,-,2022-07-04
Mar 2023,-,-,-,-,"1,373.0",36.0,-,-,-,2022-07-04
Jun 2023,-,-,-,-,"1,373.0",36.0,-,-,-,2022-07-04
,,,,,,,,,,2022-07-04
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"2,913",67,67,2022-07-04
,,,,,,,,,,2022-07-04
,,,,,,,,,,2022-07-04
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-07-04
,,,,,,,,,,2022-07-04
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-07-04
,,,,,,,,,,2022-07-04
Sep 2022,-,-,-,-,"6,481.0",59.0,10,-,-,2022-07-04
Dec 2022,-,-,-,-,"6,481.0",59.0,-,-,-,2022-07-04
