X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-09-23
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-09-23
,,,,,,,,,,2022-09-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-23
,,,,,,,,,,2022-09-23
Oct 2022,"6,609.0","6,609.0","6,546.0","6,563.0","6,563.0",-86.0,"2,413",19,52,2022-09-23
Nov 2022,-,-,-,-,"6,549.0",-86.0,-,-,-,2022-09-23
Dec 2022,"6,637.0","6,707.0","6,542.0","6,560.0","6,560.0",-85.0,"241,976","11,762","68,439",2022-09-23
Mar 2023,-,-,-,-,"6,497.0",-85.0,255,-,-,2022-09-23
Jun 2023,-,-,-,-,"6,497.0",-85.0,52,-,-,2022-09-23
Sep 2023,-,-,-,-,"6,430.0",-85.0,-,-,-,2022-09-23
Dec 2023,-,-,-,-,"6,411.0",-85.0,-,-,-,2022-09-23
Mar 2024,-,-,-,-,"6,344.0",-85.0,-,-,-,2022-09-23
,,,,,,,,,,2022-09-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"244,696","11,781","68,491",2022-09-23
,,,,,,,,,,2022-09-23
,,,,,,,,,,2022-09-23
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-09-23
,,,,,,,,,,2022-09-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-23
,,,,,,,,,,2022-09-23
Dec 2022,-,-,-,-,"1,272.0",-46.0,"5,924",-,-,2022-09-23
Mar 2023,-,-,-,-,"1,272.0",-46.0,-,-,-,2022-09-23
Jun 2023,-,-,-,-,"1,272.0",-46.0,-,-,-,2022-09-23
Sep 2023,-,-,-,-,"1,276.0",-46.0,-,-,-,2022-09-23
