X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2023-02-27
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2023-02-27
,,,,,,,,,,2023-02-27
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-02-27
,,,,,,,,,,2023-02-27
Mar 2023,"7,248.0","7,249.0","7,138.0","7,168.0","7,167.0",-82.0,"312,904","3,639","47,755",2023-02-27
Apr 2023,-,-,-,-,"7,167.0",-82.0,-,-,-,2023-02-27
May 2023,-,-,-,-,"7,146.0",-82.0,-,-,-,2023-02-27
Jun 2023,"7,204.0","7,204.0","7,204.0","7,204.0","7,195.0",-84.0,"1,169",-,1,2023-02-27
Sep 2023,-,-,-,-,"7,128.0",-84.0,-,-,-,2023-02-27
Dec 2023,-,-,-,-,"7,109.0",-84.0,-,-,-,2023-02-27
Mar 2024,-,-,-,-,"7,042.0",-84.0,-,-,-,2023-02-27
Jun 2024,-,-,-,-,"7,042.0",-84.0,-,-,-,2023-02-27
,,,,,,,,,,2023-02-27
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"314,073","3,639","47,756",2023-02-27
,,,,,,,,,,2023-02-27
,,,,,,,,,,2023-02-27
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2023-02-27
,,,,,,,,,,2023-02-27
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2023-02-27
,,,,,,,,,,2023-02-27
