X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-09-16
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-09-16
,,,,,,,,,,2022-09-16
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-16
,,,,,,,,,,2022-09-16
Sep 2022,-,-,-,-,"6,842.5",-0.5,"31,122","-8,557",-,2022-09-16
Oct 2022,"6,834.0","6,834.0","6,734.0","6,744.0","6,741.0",-104.0,"2,209",3,19,2022-09-16
Nov 2022,-,-,-,-,"6,727.0",-104.0,-,-,-,2022-09-16
Dec 2022,"6,843.0","6,855.0","6,724.0","6,739.0","6,739.0",-104.0,"222,174","-12,222","59,054",2022-09-16
Mar 2023,-,-,-,-,"6,676.0",-104.0,255,-,-,2022-09-16
Jun 2023,-,-,-,-,"6,676.0",-104.0,52,-,-,2022-09-16
Sep 2023,-,-,-,-,"6,609.0",-104.0,-,-,-,2022-09-16
Dec 2023,-,-,-,-,"6,590.0",-104.0,-,-,-,2022-09-16
Mar 2024,-,-,-,-,"6,523.0",-,-,-,-,2022-09-16
,,,,,,,,,,2022-09-16
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"255,812","-20,776","59,073",2022-09-16
,,,,,,,,,,2022-09-16
,,,,,,,,,,2022-09-16
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-09-16
,,,,,,,,,,2022-09-16
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-16
,,,,,,,,,,2022-09-16
Sep 2022,-,-,-,-,"1,351.5",-2.5,"5,318",-,-,2022-09-16
Dec 2022,-,-,-,-,"1,332.0",-18.0,"5,995",-441,960,2022-09-16
Mar 2023,-,-,-,-,"1,332.0",-18.0,-,-,-,2022-09-16
Jun 2023,-,-,-,-,"1,332.0",-18.0,-,-,-,2022-09-16
Sep 2023,-,-,-,-,"1,336.0",-,-,-,-,2022-09-16
,,,,,,,,,,2022-09-16
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"11,313",-441,960,2022-09-16
,,,,,,,,,,2022-09-16
,,,,,,,,,,2022-09-16
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-09-16
,,,,,,,,,,2022-09-16
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-16
,,,,,,,,,,2022-09-16
Sep 2022,-,-,-,-,"6,798.6",24.6,752,-,-,2022-09-16
Dec 2022,-,-,-,-,"6,796.0",-53.0,10,-,-,2022-09-16
Mar 2023,-,-,-,-,"6,796.0",-53.0,-,-,-,2022-09-16
Jun 2023,-,-,-,-,"6,796.0",-53.0,-,-,-,2022-09-16
Sep 2023,-,-,-,-,"6,721.0",-,-,-,-,2022-09-16
,,,,,,,,,,2022-09-16
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,762,-,-,2022-09-16
,,,,,,,,,,2022-09-16
,,,,,,,,,,2022-09-16
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-09-16
,,,,,,,,,,2022-09-16
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-16
,,,,,,,,,,2022-09-16
Sep 2022,-,-,-,-,"5,402.7",29.7,39,-,-,2022-09-16
Dec 2022,-,-,-,-,"5,308.0",-136.0,88,-,-,2022-09-16
Mar 2023,-,-,-,-,"5,308.0",-136.0,-,-,-,2022-09-16
Jun 2023,-,-,-,-,"5,308.0",-136.0,-,-,-,2022-09-16
