X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-06-23
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-06-23
,,,,,,,,,,2022-06-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-23
,,,,,,,,,,2022-06-23
Jul 2022,"6,527.0","6,527.0","6,527.0","6,527.0","6,533.0",34.0,76,-,1,2022-06-23
Aug 2022,-,-,-,-,"6,516.0",34.0,10,-,-,2022-06-23
Sep 2022,"6,370.0","6,453.0","6,362.0","6,425.0","6,424.0",35.0,"238,421",869,"42,889",2022-06-23
Dec 2022,-,-,-,-,"6,425.0",35.0,509,-,-,2022-06-23
Mar 2023,-,-,-,-,"6,358.0",35.0,-,-,-,2022-06-23
Jun 2023,-,-,-,-,"6,358.0",35.0,2,-,-,2022-06-23
Sep 2023,-,-,-,-,"6,291.0",35.0,-,-,-,2022-06-23
Dec 2023,-,-,-,-,"6,272.0",35.0,-,-,-,2022-06-23
,,,,,,,,,,2022-06-23
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"239,018",869,"42,890",2022-06-23
,,,,,,,,,,2022-06-23
,,,,,,,,,,2022-06-23
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-06-23
,,,,,,,,,,2022-06-23
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-06-23
,,,,,,,,,,2022-06-23
Sep 2022,"1,307.0","1,307.0","1,307.0","1,307.0","1,307.0",11.0,996,49,77,2022-06-23
Dec 2022,-,-,-,-,"1,307.0",11.0,-,-,-,2022-06-23
Mar 2023,-,-,-,-,"1,307.0",11.0,-,-,-,2022-06-23
Jun 2023,-,-,-,-,"1,307.0",11.0,-,-,-,2022-06-23
,,,,,,,,,,2022-06-23
