X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-09-05
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-09-05
,,,,,,,,,,2022-09-05
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-05
,,,,,,,,,,2022-09-05
Sep 2022,"6,809.0","6,868.0","6,773.0","6,830.0","6,831.0",23.0,"257,355",10,"43,869",2022-09-05
Oct 2022,"6,815.0","6,825.0","6,815.0","6,825.0","6,838.0",22.0,33,8,8,2022-09-05
Nov 2022,-,-,-,-,"6,816.0",22.0,-,-,-,2022-09-05
Dec 2022,"6,818.0","6,838.0","6,802.0","6,838.0","6,837.0",22.0,"3,195",36,45,2022-09-05
Mar 2023,-,-,-,-,"6,770.0",22.0,-,-,-,2022-09-05
Jun 2023,-,-,-,-,"6,770.0",22.0,52,-,-,2022-09-05
Sep 2023,-,-,-,-,"6,703.0",22.0,-,-,-,2022-09-05
Dec 2023,-,-,-,-,"6,684.0",22.0,-,-,-,2022-09-05
,,,,,,,,,,2022-09-05
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"260,635",54,"43,922",2022-09-05
,,,,,,,,,,2022-09-05
,,,,,,,,,,2022-09-05
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-09-05
,,,,,,,,,,2022-09-05
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-05
,,,,,,,,,,2022-09-05
Sep 2022,-,-,-,-,"1,388.0",-,"2,689",-,-,2022-09-05
Dec 2022,-,-,-,-,"1,388.0",-,-,-,-,2022-09-05
Mar 2023,-,-,-,-,"1,388.0",-,-,-,-,2022-09-05
Jun 2023,-,-,-,-,"1,388.0",-,-,-,-,2022-09-05
,,,,,,,,,,2022-09-05
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"2,689",-,-,2022-09-05
,,,,,,,,,,2022-09-05
,,,,,,,,,,2022-09-05
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-09-05
,,,,,,,,,,2022-09-05
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-09-05
,,,,,,,,,,2022-09-05
Sep 2022,-,-,-,-,"6,880.0",-28.0,10,-,-,2022-09-05
Dec 2022,-,-,-,-,"6,880.0",-28.0,-,-,-,2022-09-05
Mar 2023,-,-,-,-,"6,880.0",-28.0,-,-,-,2022-09-05
Jun 2023,-,-,-,-,"6,880.0",-28.0,-,-,-,2022-09-05
,,,,,,,,,,2022-09-05
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,10,-,-,2022-09-05
,,,,,,,,,,2022-09-05
,,,,,,,,,,2022-09-05
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-09-05
