X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,scrape_date
,,,,,,,,,,2022-11-08
AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),AP - SPI 200 (A$25 x SPI200),2022-11-08
,,,,,,,,,,2022-11-08
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-08
,,,,,,,,,,2022-11-08
Nov 2022,-,-,-,-,"6,946.0",20.0,53,-,-,2022-11-08
Dec 2022,"6,940.0","6,979.0","6,917.0","6,956.0","6,956.0",20.0,"237,478",505,"35,847",2022-11-08
Jan 2023,-,-,-,-,"6,956.0",20.0,-,-,-,2022-11-08
Mar 2023,-,-,-,-,"6,908.0",20.0,318,-,-,2022-11-08
Jun 2023,-,-,-,-,"6,924.0",20.0,52,-,-,2022-11-08
Sep 2023,-,-,-,-,"6,857.0",20.0,-,-,-,2022-11-08
Dec 2023,-,-,-,-,"6,838.0",20.0,-,-,-,2022-11-08
Mar 2024,-,-,-,-,"6,771.0",20.0,-,-,-,2022-11-08
,,,,,,,,,,2022-11-08
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"237,901",505,"35,847",2022-11-08
,,,,,,,,,,2022-11-08
,,,,,,,,,,2022-11-08
AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),AA - S&P / ASX 200 A-REIT Index (A$25 x Index),2022-11-08
,,,,,,,,,,2022-11-08
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-08
,,,,,,,,,,2022-11-08
Dec 2022,"1,312.0","1,320.0","1,312.0","1,320.0","1,320.0",-8.0,"5,982",-55,79,2022-11-08
Mar 2023,-,-,-,-,"1,320.0",-8.0,-,-,-,2022-11-08
Jun 2023,-,-,-,-,"1,320.0",-8.0,-,-,-,2022-11-08
Sep 2023,-,-,-,-,"1,324.0",-8.0,-,-,-,2022-11-08
,,,,,,,,,,2022-11-08
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,"5,982",-55,79,2022-11-08
,,,,,,,,,,2022-11-08
,,,,,,,,,,2022-11-08
AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),AF - S&P / ASX 200 Financials-x-A-REIT Index (A$25 x Index),2022-11-08
,,,,,,,,,,2022-11-08
Expiry,Open,High,Low,Last,Sett,Sett Chg,Op Int,Op Int Chg,Volume,2022-11-08
,,,,,,,,,,2022-11-08
Dec 2022,-,-,-,-,"7,199.0",73.0,10,-,-,2022-11-08
Mar 2023,-,-,-,-,"7,199.0",73.0,-,-,-,2022-11-08
Jun 2023,-,-,-,-,"7,199.0",73.0,-,-,-,2022-11-08
Sep 2023,-,-,-,-,"7,124.0",73.0,-,-,-,2022-11-08
,,,,,,,,,,2022-11-08
Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,Click here to view settlement price and volume graph,10,-,-,2022-11-08
,,,,,,,,,,2022-11-08
,,,,,,,,,,2022-11-08
AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),AR - S&P / ASX 200 Resources Index (A$25 x Index),2022-11-08
,,,,,,,,,,2022-11-08
